date,forecast,lower_95,upper_95,trend,model
2024-01-01,10.245418486607823,8.8615721612808,11.696958909502529,23.538945504809526,Prophet
2024-02-01,15.305242576506854,13.876001115195816,16.83669743111162,23.542460304474723,Prophet
2024-03-01,22.352831034332212,20.90178974602978,23.87771540033505,23.54574834287119,Prophet
2024-04-01,29.971707306525374,28.532517682128873,31.3691516303848,23.549263142536386,Prophet
2024-05-01,36.14370888230466,34.558061010589384,37.55179616198878,23.55266456156722,Prophet
2024-06-01,38.42371022058603,36.98831179213821,39.937164255930966,23.556179361232413,Prophet
2024-07-01,36.90707191568075,35.50631963180695,38.4524999861912,23.559580780263246,Prophet
2024-08-01,31.665569620669494,30.22086939553476,33.1808005981903,23.563095579928437,Prophet
2024-09-01,24.360949812984376,22.82886971355551,25.69624007600464,23.56661037959363,Prophet
2024-10-01,16.752196463649533,15.223130462631305,18.288363494807843,23.570011798624463,Prophet
2024-11-01,11.287853316078532,9.692047345436935,12.71022065148577,23.57352659828966,Prophet
2024-12-01,8.494633910271393,6.990018802947367,9.91020722136555,23.57692801732049,Prophet
2025-01-01,10.344171445164495,8.963667120717071,11.759871063045976,23.58044281698568,Prophet
2025-02-01,15.251814685676713,13.777849145424726,16.797306121715327,23.583957616650878,Prophet
2025-03-01,22.311270798605243,20.84920195471491,23.783711594603485,23.587132274412987,Prophet
2025-04-01,29.8821690946314,28.409645606254248,31.315978280395612,23.590647074078177,Prophet
2025-05-01,36.00484426361194,34.57353027546407,37.519161629471895,23.59404849310901,Prophet
2025-06-01,38.67898215747451,37.24881302014696,40.12430352344893,23.597563292774204,Prophet
2025-07-01,36.99139146345641,35.349452004668,38.461932678287944,23.600964711805037,Prophet
2025-08-01,31.707701446024327,30.152711450018003,33.23700333862339,23.604479511470235,Prophet
2025-09-01,24.423992887844495,22.930137110426813,25.852490589430726,23.607994311135425,Prophet
2025-10-01,16.895505031422488,15.472388516722475,18.389521849009938,23.611395730166254,Prophet
2025-11-01,11.295182494325585,9.816756275926656,12.744927032674104,23.61491052983145,Prophet
2025-12-01,8.56036842797598,7.128449938355028,9.96201180890587,23.618311948862285,Prophet
2026-01-01,10.365213869335825,8.979120396761688,11.817066476736038,23.62182674852748,Prophet
2026-02-01,15.325185412465677,13.866058685403123,16.791515880893403,23.62534154819267,Prophet
2026-03-01,22.267082204599564,20.828183199152164,23.684339016148083,23.62851620595478,Prophet
2026-04-01,29.79140181375579,28.368536842225577,31.291377700118034,23.632031005619975,Prophet
2026-05-01,35.87008684231859,34.424181225963984,37.24647895123517,23.63543242465081,Prophet
2026-06-01,38.93649601246614,37.490962648561585,40.505000876587246,23.638947224316,Prophet
2026-07-01,37.07212768417888,35.698804942004735,38.48671348651899,23.642348643346832,Prophet
2026-08-01,31.748091579253824,30.21329585474978,33.29116646938466,23.645863443012026,Prophet
2026-09-01,24.487567243405206,23.10996808448935,25.984902479901066,23.649378242677223,Prophet
2026-10-01,17.038862959587934,15.542597870771987,18.524938355281925,23.652779661708053,Prophet
2026-11-01,11.302752627097115,9.92122456021063,12.759818624343577,23.656294461373243,Prophet
2026-12-01,8.627926996420728,7.162464243557287,10.188194055765697,23.659695880404076,Prophet
2027-01-01,10.387527532353575,8.837523920574709,11.81706797236742,23.663210680069273,Prophet
2027-02-01,15.398246809587514,13.812380959157563,16.852932382738977,23.666725479734463,Prophet
2027-03-01,22.220304087069902,20.812108612484696,23.731230052349,23.669900137496576,Prophet
2027-04-01,29.699539350516062,28.25777223627451,31.16840729524672,23.673414937161766,Prophet
2027-05-01,35.7395554733956,34.36360845530112,37.18323050682373,23.6768163561926,Prophet
2027-06-01,39.196027275988115,37.567829564434355,40.58744993221795,23.680331155857797,Prophet
2027-07-01,37.14922385806764,35.62571162978741,38.57209719061864,23.683732574888626,Prophet
2027-08-01,31.786803763930102,30.34220721293281,33.16400477707476,23.687247374553817,Prophet
2027-09-01,24.55172760850422,23.144292579073294,25.914926435730713,23.690762174219014,Prophet
2027-10-01,17.18225157292834,15.766396467554358,18.673269162414368,23.694163593249847,Prophet
2027-11-01,11.310630158595547,9.794427760545416,12.74140051370935,23.69767839291504,Prophet
2027-12-01,8.697294241408143,7.081800987194494,10.168076376174952,23.701079811945874,Prophet
2028-01-01,10.411067593409335,8.909994968825716,11.824723841849876,23.704594611611064,Prophet
2028-02-01,15.47089168330846,13.97291878779321,16.906724270808873,23.70810941127626,Prophet
2028-03-01,22.518480141132972,20.91588703434098,23.96441564183635,23.711397449672727,Prophet
2028-04-01,30.137356413327154,28.65825347622037,31.675268285734262,23.714912249337925,Prophet
2028-05-01,36.30935798910759,34.846697391993274,37.78882270049922,23.718313668368754,Prophet
2028-06-01,38.58935932738659,37.09312575344182,39.96786914015859,23.72182846803395,Prophet
2028-07-01,37.072721022482476,35.66004556274886,38.57492158862843,23.725229887064785,Prophet
2028-08-01,31.831218727470677,30.35619613174515,33.278586228565956,23.728744686729975,Prophet
2028-09-01,24.526598919786164,23.102856894807957,26.003668544916152,23.73225948639517,Prophet
2028-10-01,16.91784557045127,15.469218029271357,18.356522708646747,23.735660905426002,Prophet
2028-11-01,11.453502422880034,9.902928367894189,12.880980331475365,23.739175705091192,Prophet
2028-12-01,8.660283017073462,7.220588579863767,10.119844553435255,23.742577124122025,Prophet
