date,forecast,lower_95,upper_95,trend,model
2024-01-01,11.736256974417032,9.986904729811014,13.51373267140003,12.11072988487755,Prophet
2024-02-01,12.386785929969971,10.705264817751772,14.17656130296605,12.111198474224365,Prophet
2024-03-01,12.258105869633134,10.421669028427958,14.086915343006474,12.111636832000418,Prophet
2024-04-01,12.195978035974806,10.382264225884548,13.979358677220983,12.112105421347234,Prophet
2024-05-01,11.99491432900571,10.132232059927505,13.895521001598095,12.112558894908668,Prophet
2024-06-01,12.096560164481017,10.3398213697624,13.941413202121716,12.113027484255483,Prophet
2024-07-01,12.18779311182756,10.26566837943595,13.899062431393974,12.113480957816916,Prophet
2024-08-01,11.726933469852424,9.877482400559773,13.582489061457423,12.11394954716373,Prophet
2024-09-01,11.759870324716953,10.00912180058119,13.558904867480393,12.114418136510546,Prophet
2024-10-01,12.124035463845846,10.374757266350262,13.919038466850369,12.11487161007198,Prophet
2024-11-01,11.936389730835288,10.059626669624178,13.69791919830106,12.115340199418794,Prophet
2024-12-01,12.352116519219354,10.462845308015947,14.129521263793837,12.115793672980228,Prophet
2025-01-01,12.128593979021884,10.323347273531583,13.789667527720638,12.116262262327043,Prophet
2025-02-01,11.701618711628042,9.86797299129172,13.391317896512277,12.116730851673859,Prophet
2025-03-01,12.297894615521402,10.38108264786617,14.119483608284737,12.11715409366453,Prophet
2025-04-01,12.117651809924578,10.368250509915269,14.011810732091112,12.117622683011346,Prophet
2025-05-01,11.982369326990522,10.073573221805466,13.93702801519993,12.11807615657278,Prophet
2025-06-01,12.025459633153893,10.312073274634155,13.928975967787883,12.118544745919593,Prophet
2025-07-01,12.158508992158392,10.360192113564185,13.866953425640205,12.118998219481027,Prophet
2025-08-01,11.839292906077924,10.06154080608439,13.674254476564686,12.119466808827841,Prophet
2025-09-01,11.856417657080174,10.101435971421878,13.737161115981134,12.119935398174658,Prophet
2025-10-01,12.133982517095527,10.413181122272292,13.90905562580861,12.120388871736091,Prophet
2025-11-01,11.866960664144031,10.070165044394686,13.631435050954236,12.120857461082906,Prophet
2025-12-01,12.284568466029361,10.465894619270996,14.121302072392272,12.12131093464434,Prophet
2026-01-01,11.999894408722902,10.257367552657419,13.644391776153764,12.121779523991156,Prophet
2026-02-01,11.934111112310848,10.256239826540558,13.678562985856571,12.122248113337971,Prophet
2026-03-01,12.33321025014907,10.66025480394138,14.282259631076508,12.122671355328643,Prophet
2026-04-01,12.03695965440211,10.421089303064576,13.914392325487519,12.123139944675458,Prophet
2026-05-01,11.969540897172715,10.180901377146927,13.751824940485529,12.12359341823689,Prophet
2026-06-01,11.955094993235907,10.145147507337514,13.751487979546523,12.124062007583705,Prophet
2026-07-01,12.13260909912974,10.411833126035631,13.990364355122718,12.124515481145139,Prophet
2026-08-01,11.953962107672906,10.062044573564833,13.603818325901322,12.124984070491955,Prophet
2026-09-01,11.95140960784033,10.128475095866486,13.735893742772097,12.12545265983877,Prophet
2026-10-01,12.140370377343192,10.342082575739916,13.961251932639914,12.125906133400203,Prophet
2026-11-01,11.795535215393338,9.980949368096274,13.58118150984828,12.126374722747018,Prophet
2026-12-01,12.21739069042225,10.465977016823649,14.133119521075129,12.126828196308452,Prophet
2027-01-01,11.876440986045603,10.094346056758832,13.616542848841725,12.127296785655268,Prophet
2027-02-01,12.169947094289794,10.501551272362077,14.01463977912604,12.127765375002083,Prophet
2027-03-01,12.363981565850931,10.61346484616855,14.099970099066622,12.128188616992754,Prophet
2027-04-01,11.953998380451113,10.03396123492379,13.763159334815722,12.128657206339568,Prophet
2027-05-01,11.956507677364492,10.23817996366153,13.731274496635148,12.129110679901002,Prophet
2027-06-01,11.885578662267498,10.184318532651035,13.730009537377835,12.129579269247817,Prophet
2027-07-01,12.1101150154423,10.1768505711947,13.855424217383314,12.13003274280925,Prophet
2027-08-01,12.070791424536383,10.34404860926993,13.851334528971538,12.130501332156067,Prophet
2027-09-01,12.044698641383906,10.32522593120917,13.807628918400862,12.130969921502881,Prophet
2027-10-01,12.14319797807575,10.238224782413388,13.98520346616313,12.131423395064315,Prophet
2027-11-01,11.722231151160596,10.019466875468886,13.492761937595429,12.13189198441113,Prophet
2027-12-01,12.150729825357628,10.308263639118284,13.968394661642558,12.132345457972566,Prophet
2028-01-01,11.75834113685789,10.010203391215235,13.550331000411994,12.13281404731938,Prophet
2028-02-01,12.408870092410751,10.601298916068322,14.147229678088967,12.133282636666195,Prophet
2028-03-01,12.280190032075321,10.583502729877564,14.143248139420875,12.133720994442246,Prophet
2028-04-01,12.218062198416582,10.2534327867782,14.027123224479684,12.13418958378906,Prophet
2028-05-01,12.016998491446637,10.215975107376103,13.72467124746831,12.134643057350495,Prophet
2028-06-01,12.118644326922619,10.236849369373653,13.889945523323217,12.135111646697311,Prophet
2028-07-01,12.20987727426897,10.346450251877497,14.10025503940493,12.135565120258745,Prophet
2028-08-01,11.749017632294418,9.892706622927959,13.408012794902337,12.13603370960556,Prophet
2028-09-01,11.781954487159705,10.115257012446307,13.406975612989028,12.136502298952374,Prophet
2028-10-01,12.146119626287925,10.445806304355266,14.003922128993763,12.136955772513808,Prophet
2028-11-01,11.958473893275597,10.27033605019252,13.828362228976612,12.137424361860624,Prophet
2028-12-01,12.37420068166135,10.62052795374803,14.197775139608016,12.137877835422058,Prophet
