date,forecast,lower_95,upper_95,trend,model
2024-01-01,107.31568989464299,28.930474612479113,190.15830591631985,203.78043225029631,Prophet
2024-02-01,96.353045029126,18.38677501797804,185.0593691328379,203.64000985475818,Prophet
2024-03-01,108.3835165630364,20.798710169987444,188.7658721029133,203.50864696860958,Prophet
2024-04-01,106.02415995307382,22.991037148612175,182.9845963729761,203.36822457307144,Prophet
2024-05-01,156.93695448867314,78.57746094228898,236.9253692259933,203.2323319322281,Prophet
2024-06-01,219.80239877446596,132.8897571335805,303.4841505869893,203.09190953668997,Prophet
2024-07-01,292.9085908348852,206.3122581153215,371.79006432430765,202.9560168958466,Prophet
2024-08-01,367.94690479542385,284.4512343706717,448.6190868125727,202.8155945003085,Prophet
2024-09-01,316.27021222016447,232.41206341101892,399.3821901770129,202.67517210477033,Prophet
2024-10-01,286.5477806960391,205.7277393060978,371.4657604015279,202.53927946392696,Prophet
2024-11-01,214.93787788254468,135.03410228340056,296.2337007707173,202.39885706838885,Prophet
2024-12-01,148.82326451996224,69.16132841581201,238.12675997795034,202.26296442754548,Prophet
2025-01-01,101.30708870153886,12.95643524590423,183.23231449916358,202.12254203200735,Prophet
2025-02-01,87.18748522146197,7.911660217342397,167.57445601228667,201.98211963646924,Prophet
2025-03-01,102.43024975696193,22.822674617403198,178.6688664413096,201.8552865050154,Prophet
2025-04-01,103.57793868029896,23.50638412702372,184.36972660936917,201.71486410947725,Prophet
2025-05-01,155.78039421228507,80.19973271102424,236.4319515621339,201.5789714686339,Prophet
2025-06-01,218.62312794597565,140.19265002100283,296.8351656533731,201.43854907309577,Prophet
2025-07-01,294.6813227559141,209.41284178237342,377.2137052803014,201.3026564322524,Prophet
2025-08-01,360.8985258046207,276.67338565376537,443.8451417344033,201.1622340367143,Prophet
2025-09-01,314.6286737050768,228.7733118299029,393.29194291400216,201.02181164117616,Prophet
2025-10-01,286.20856229813296,208.80714142505528,366.70215133653994,200.8859190003328,Prophet
2025-11-01,213.9003143651256,138.05993554631945,288.61898952233634,200.74549660479468,Prophet
2025-12-01,147.37115405991818,64.45986062710719,231.26931246497534,200.60960396395132,Prophet
2026-01-01,101.0842471454457,21.753456831094336,185.95518375930942,200.46918156841315,Prophet
2026-02-01,88.1067732975665,3.716521992459167,164.1769473744617,200.328759172875,Prophet
2026-03-01,96.44686516578189,18.63292725447486,182.67790565137153,200.20192604142122,Prophet
2026-04-01,101.21371223715951,21.175046093835192,190.62217062708316,200.0615036458831,Prophet
2026-05-01,154.676028920914,73.89828737146928,236.74085946190147,199.92561100503974,Prophet
2026-06-01,217.47503786893145,136.17249173797077,300.72795108790956,199.7851886095016,Prophet
2026-07-01,296.3542569259928,217.17336737183766,373.78859871371174,199.64929596865824,Prophet
2026-08-01,353.7683244895354,275.2412285173165,437.8000996144868,199.5088735731201,Prophet
2026-09-01,313.05750764538743,224.00351930792198,397.88540451647845,199.36845117758196,Prophet
2026-10-01,285.88894066772065,202.00263686972983,366.490135832829,199.2325585367386,Prophet
2026-11-01,212.86572008566833,129.71653134141334,300.23026811029774,199.09213614120048,Prophet
2026-12-01,145.94168127580417,63.67885997321554,224.19829195610842,198.95624350035712,Prophet
2027-01-01,100.88182657997511,14.21433341170635,188.0513852534817,198.81582110481898,Prophet
2027-02-01,88.9567892061396,4.060154833858712,166.7531654711097,198.67539870928087,Prophet
2027-03-01,90.43831394076732,9.78708023638852,170.76978322850746,198.54856557782705,Prophet
2027-04-01,98.93311863005088,15.696459064996361,177.74323540196784,198.40814318228888,Prophet
2027-05-01,153.6222803332772,68.85446373696787,234.81495381141886,198.27225054144557,Prophet
2027-06-01,216.35536332859735,136.54616757692014,299.9246356037307,198.1318281459074,Prophet
2027-07-01,297.92389345194357,219.81719906837975,372.929072728827,197.99593550506407,Prophet
2027-08-01,346.56160273554906,262.82528223908884,429.8617070287659,197.85551310952593,Prophet
2027-09-01,311.55839060301327,230.73684525362557,393.92918337475516,197.7150907139878,Prophet
2027-10-01,285.58800676165356,198.24086693381466,367.82908187600077,197.57919807314443,Prophet
2027-11-01,211.83383970105504,129.38616350365197,292.63482705730183,197.4387756776063,Prophet
2027-12-01,144.53456612795893,66.02005066197343,226.51161984340987,197.30288303676295,Prophet
2028-01-01,100.69771828558454,16.469725648439915,179.40505051319752,197.16246064122478,Prophet
2028-02-01,89.7350734200408,7.936164366428101,171.74039488390068,197.02203824568667,Prophet
2028-03-01,101.76554495393272,16.815877784323526,184.40094887748873,196.89067535953808,Prophet
2028-04-01,99.40618834400277,15.62048653509233,177.29870478912937,196.75025296399997,Prophet
2028-05-01,150.31898287960314,72.24673908285567,234.5644076522377,196.61436032315657,Prophet
2028-06-01,213.184427165377,133.05833087529288,296.19750727216746,196.47393792761844,Prophet
2028-07-01,286.29061922582264,200.57521634086103,369.44876605892324,196.33804528677507,Prophet
2028-08-01,361.3289331863291,283.79670872091174,446.2417895448175,196.19762289123696,Prophet
2028-09-01,309.6522406110877,221.96654946839874,393.19145726291583,196.05720049569882,Prophet
2028-10-01,279.92980908696563,197.35608273633164,361.4237123638566,195.92130785485546,Prophet
2028-11-01,208.3199062734827,125.02965528268915,291.77698264176365,195.78088545931735,Prophet
2028-12-01,142.20529291089446,63.14192438989303,226.60930425424763,195.64499281847398,Prophet
